listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
4 Bedroom Semi Detached Duplex,3500000,5,4,5,Graceland Estate,Ajah,Lagos,ServicedNewly Built,09053588424,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-graceland-estate-ajah-lagos-6GRHJ,27 May 2022
2 Bedroom Flat,1000000,2,2,3,Adedoyin Street Off Omilani Ijesha,Surulere,Lagos,ServicedNewly Built,08034050731,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-adedoyin-street-off-omilani-ijesha-surulere-lagos-6GQZM,25 May 2022
Brand New 4 Bedroom Duplex,4000000,4,4,5,Chevron Toll Gate Chevron,Lekki,Lagos,ServicedNewly Built,07016328119,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-toll-gate-chevron-lekki-lagos-6GNLP,09 May 2022
3 Bedroom Duplex,2700000,3,3,4,Platinum Way Nicon Town,Lekki,Lagos,old,09071394259,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-platinum-way-nicon-town-lekki-lagos-8GRKR,27 May 2022
Serviced 4 Bedroom Duplex,4500000,4,4,5,Chevy View Estate Chevron,Lekki,Lagos,old,08089633335,37,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevy-view-estate-chevron-lekki-lagos-3GPRF,17 May 2022
Executive 2 Bedroom Flat,1700000,2,2,3,Johnson Street Off Bode Thomas Bode Thomas,Surulere,Lagos,old,08034050731,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-johnson-street-off-bode-thomas-bode-thomas-surulere-lagos-7GSXG,07 Jun 2022
Fully Serviced 4 Bedroom Apartment,4500000,4,4,5,Orchid Road Chevron,Lekki,Lagos,old,07016328119,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-chevron-lekki-lagos-4GUTR,18 Jun 2022
3 Bedroom Flat,750000,3,3,3,Opposite Kolapo Ishola Gra Akobo,Ibadan,Oyo,old,09026318426,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-opposite-kolapo-ishola-gra-akobo-ibadan-oyo-4GRRD,30 May 2022
3 Bedroom Fully Detached Bungalow,1800000,4,3,4,Sahara4 Estate Lokogoma,Lokogoma,Abuja,old,08130263266,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-sahara4-estate-lokogoma-lokogoma-abuja-8GUTV,19 Jun 2022
5 Bedroom Detached Duplex,9000000,5,5,6,Ikate,Lekki,Lagos,old,09019001143,5,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-8GUJZ,16 Jun 2022
5 Bedroom Semi Detached Duplex,17000000,5,5,6,Banana Island,Ikoyi,Lagos,old,09080088779,8,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-ikoyi-lagos-4GNQJ,10 May 2022
Self Serviced 5 Bedroom Detached House,5000000,5,5,6,Ikate Lekki Phase 1,Lekki,Lagos,old,09080088779,20,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-phase-1-lekki-lagos-8GMHS,29 Apr 2022
A Tastefully Finished Brand New 4 Bedroom Terrace Duplex With 1bq,5000000,4,4,5,Wuye District,Wuye,Abuja,old,08106600637,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuye-district-wuye-abuja-2GTKF,10 Jun 2022
4 Bedroom Terrace Duplex,8000000,4,4,5,Victoria,Island,Lagos,old,09080088779,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-lagos-8GRLR,27 May 2022
4 Bedroom Detached Duplex,30000000,4,4,5,Victoria Island Extension Victoria,Island,Lagos,old,09080088779,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-extension-victoria-island-lagos-3GNQC,10 May 2022
4 Bedroom Detached Duplex,10000000,4,4,5,Victoria Island Extension Victoria,Island,Lagos,old,09080088779,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-extension-victoria-island-lagos-5GNPQ,10 May 2022
4 Bedroom Terrace Duplex,4500000,4,4,5,Osapa Osapa London,Lekki,Lagos,old,09080088779,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-osapa-london-lekki-lagos-3GMLR,30 Apr 2022
Newly Built 3 Bedroom Bungalow,2600000,3,3,4,In A Private Estate Thomas Estate,Ajah,Lagos,old,08062345097,12,https://www.propertypro.ng/property/3-bedroom-house-for-rent-in-a-private-estate-thomas-estate-ajah-lagos-9GMXD,04 May 2022
A Tastefully Finished Brand New 3 Bedroom Terrace Duplex,4000000,3,3,4,Jahi District,Jahi,Abuja,old,08106600637,24,https://www.propertypro.ng/property/3-bedroom-house-for-rent-jahi-district-jahi-abuja-0GTEL,09 Jun 2022
2 Bedroom Flat,600000,2,2,3,"Basorun Housing Estate , General Gas Akobo Akobo",Ibadan,Oyo,old,09026318426,8,https://www.propertypro.ng/property/2-bedroom-house-for-rent-basorun-housing-estate-general-gas-akobo-akobo-ibadan-oyo-4GRZA,01 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex,6500000,4,4,4,Chevron Drive Chevron,Lekki,Lagos,old,08133194443,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-drive-chevron-lekki-lagos-6GURL,18 Jun 2022
Room & Parlor Self Contain,350000,1,1,2,Ososami Ring Road Ring Rd,Ibadan,Oyo,old,09026318426,1,https://www.propertypro.ng/property/1-bedroom-house-for-rent-ososami-ring-road-ring-rd-ibadan-oyo-2GQYQ,25 May 2022
4 Bedroom Detached Bungalow With A Room Staff,15000000,4,4,5,Ikate Lekki Phase 1,Lekki,Lagos,old,09080088779,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-phase-1-lekki-lagos-8GMHU,29 Apr 2022
A Tastefully Finished Serviced 4 Bedroom Terrace Duplex,7000000,4,4,5,Apo Legislative Quaters,Apo,Abuja,old,08106600637,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-apo-legislative-quaters-apo-abuja-0GTQD,11 Jun 2022
Brand New 3 Bedroom Flat,1200000,2,2,3,Monastery Road Sangotedo,Ajah,Lagos,old,08093708615,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-monastery-road-sangotedo-ajah-lagos-4GTVH,13 Jun 2022
Newly Built 5 Bedroom Terraced House,20000000,5,5,5,Mojisola Onikoyi Estate,Ikoyi,Lagos,Newly Built,08095996837,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-mojisola-onikoyi-estate-ikoyi-lagos-3GUNZ,17 Jun 2022
Standard 4 Bedroom Dupelx,1800000,4,4,5,Old Bodija Bodija,Ibadan,Oyo,Newly Built,08076508977,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-bodija-bodija-ibadan-oyo-0GUNU,17 Jun 2022
4bedroom Terrace Duplex,5500000,4,4,4,Cheveron Alternative Route. Chevron,Lekki,Lagos,Newly Built,08075711336,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-cheveron-alternative-route-chevron-lekki-lagos-1GUNR,17 Jun 2022
3 Bedroom Flat,2000000,3,3,4,Aptech Estate Sangotedo Ajah Sangotedo,Ajah,Lagos,Newly Built,08185551251,15,https://www.propertypro.ng/property/3-bedroom-house-for-rent-aptech-estate-sangotedo-ajah-sangotedo-ajah-lagos-9GUNN,17 Jun 2022
3 Bedroom Apartment,1800000,3,3,4,Olokonla Street Estate Olokonla,Ajah,Lagos,Newly Built,08185551251,14,https://www.propertypro.ng/property/3-bedroom-house-for-rent-olokonla-street-estate-olokonla-ajah-lagos-2GUNN,17 Jun 2022
4 Bedroom Semi Detached Duplex,7700000,4,4,5,Ikota,Lekki,Lagos,Newly Built,09121180993,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-2GRLV,27 May 2022
4 Bedroom Massionette,4000000,4,4,5,Ologolo,Lekki,Lagos,Newly Built,09121180993,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-lekki-lagos-1GRNA,28 May 2022
Newly Built 4 Bedroom Terrace Duplex,7000000,4,4,5,Ikate,Lekki,Lagos,Newly Built,09121180993,21,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-0GQRC,23 May 2022
2 Bedroom Flat,1800000,2,2,3,Ogba Aguda Behind Excellence Hotel. Aguda(ogba),Ogba,Lagos,old,08167383898,12,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ogba-aguda-behind-excellence-hotel-agudaogba-ogba-lagos-3GUJR,16 Jun 2022
Newly Built 7 Numbers Of 2 Bedroom Flats,1000000,2,2,3,Ogba Oke Ira. Oke Ira,Ogba,Lagos,old,08167383898,8,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ogba-oke-ira-oke-ira-ogba-lagos-8GUJF,16 Jun 2022
3 Bedroom Bungalow,2000000,3,3,4,Abraham Adesanya Estate,Ajah,Lagos,old,08138800178,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-abraham-adesanya-estate-ajah-lagos-1GUHZ,16 Jun 2022
4 Bedroom Semi Detached Duplex,5500000,4,4,5,Osapa London,Lekki,Lagos,old,08062529809,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-4GMWC,04 May 2022
Executive 2 Bedroom Flat,1200000,3,2,3,Oke Ira,Ogba,Lagos,old,08020701333,16,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oke-ira-ogba-lagos-2GSXM,07 Jun 2022
4 Bedroom Semi Detached Duplex,4000000,4,4,5,Ogudu Gra Ogudu Gra,Ogudu,Lagos,old,08130986430,29,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ogudu-gra-ogudu-gra-ogudu-lagos-8GSTP,06 Jun 2022
Standard 6 Bedroom Duplex,2000000,6,6,7,"Zone 4, Gate 2, Basorun Housing Estate Opp Kolapo Ishola Estate, Akobo",Ibadan,Oyo,old,08065795091,12,https://www.propertypro.ng/property/6-bedroom-house-for-rent-zone-4-gate-2-basorun-housing-estate-opp-kolapo-ishola-estate-akobo-ibadan-oyo-9GTEH,09 Jun 2022
Newly Built 2 Bedroom Flat,750000,2,2,3,Anifalaje Akobo,Ibadan,Oyo,old,08114892643,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-anifalaje-akobo-ibadan-oyo-3GSPE,05 Jun 2022
Newly Built 3 Bedroom Flat,900000,3,3,4,Ologuneru Eleyele,Ibadan,Oyo,old,08114892643,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ologuneru-eleyele-ibadan-oyo-9GPZJ,19 May 2022
4 Bedrooms Fully Detached Duplex,25000000,4,4,5,Adeola Odeku Victoria,Island,Lagos,old,08038359282,34,https://www.propertypro.ng/property/4-bedroom-house-for-rent-adeola-odeku-victoria-island-lagos-7GQTP,24 May 2022
4 Bedroom Terraced Duplex,5500000,5,4,5,Diplomatic Zone Katampe,Ext,Abuja,old,07032474932,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-diplomatic-zone-katampe-ext-abuja-0GNMV,09 May 2022
Newly Built 4 Bedroom Duplex,20000000,4,4,5,Banana Island Banana Island,Ikoyi,Lagos,old,08120765101,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-banana-island-ikoyi-lagos-4GMCZ,28 Apr 2022
4 Bedroom Terraced Duplex,8000000,4,4,5,Off Ladoke Akintola Street Ikeja Gra,Ikeja,Lagos,old,08065305104,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-ladoke-akintola-street-ikeja-gra-ikeja-lagos-4GMZF,05 May 2022
Newly Built 2 Bedrooms Flat,550000,2,2,3,Idi Ope Off Ojuirin Akobo Elewuro Road Akobo,Ibadan,Oyo,old,09056267480,19,https://www.propertypro.ng/property/2-bedroom-house-for-rent-idi-ope-off-ojuirin-akobo-elewuro-road-akobo-ibadan-oyo-9GRXJ,31 May 2022
5bedroom Semi Detached Duplex,100000000,5,5,6,Cowrie Creek Estate Ikate,Lekki,Lagos,old,07017469211,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-cowrie-creek-estate-ikate-lekki-lagos-3GNHL,07 May 2022
Brand New 2 Bedroom Bungalow,400000,2,2,3,Mowe Obafemi,Owode,Ogun,old,08050383215,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-mowe-obafemi-owode-ogun-9GSQE,05 Jun 2022
Newly Built 3 Bedroom Flat,800000,3,3,4,Abule Odu Egbeda,Alimosho,Lagos,old,08033765282,18,https://www.propertypro.ng/property/3-bedroom-house-for-rent-abule-odu-egbeda-alimosho-lagos-8GPZN,19 May 2022
Newly Built 4 Bedroom Duplex,1800000,4,4,5,Abijo,Ajah,Lagos,old,08062529809,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-abijo-ajah-lagos-7GRUN,31 May 2022
3 Bedroom Detached Duplex,1300000,3,3,4,Redeem By Okpanam Road,Asaba,Delta,old,08066392132,1,https://www.propertypro.ng/property/3-bedroom-house-for-rent-redeem-by-okpanam-road-asaba-delta-2GQCC,19 May 2022
4 Bedroom Duplex,5500000,4,4,5,Aerodome Gra Samonda,Ibadan,Oyo,old,08065795091,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-aerodome-gra-samonda-ibadan-oyo-6GRCP,25 May 2022
Five Bedroom Duplex,30000000,5,5,6,Off Adeyemi Lawson Street Old Ikoyi,Ikoyi,Lagos,old,08065305104,8,https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-adeyemi-lawson-street-old-ikoyi-ikoyi-lagos-7GMZU,05 May 2022
3 Bedroom Flat,3700000,3,3,3,Ogudu Gra,Ogudu,Lagos,old,08029241948,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ogudu-gra-ogudu-lagos-7GSNC,04 Jun 2022
Newly Built 2 Bedroom Duplex,2200000,2,2,3,Lbs Palm Villa Estate Abraham Adesanya Estate,Ajah,Lagos,old,08072800567,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-lbs-palm-villa-estate-abraham-adesanya-estate-ajah-lagos-6GNSC,10 May 2022
4 Bedroom Semi Detached Duplex,8000000,5,4,5,Phase 1 Lekki Phase 1,Lekki,Lagos,old,08169790456,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-phase-1-lekki-phase-1-lekki-lagos-3GSXT,07 Jun 2022
Spacious 4 Bedroom Semi Detached Duplex,10000000,4,4,5,Alausa,Ikeja,Lagos,old,08064323103,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-alausa-ikeja-lagos-9GNLY,09 May 2022
Lovely 2 Bedroom Flat,1200000,3,2,3,Adetola Aguda,Surulere,Lagos,old,07012152081,9,https://www.propertypro.ng/property/2-bedroom-house-for-rent-adetola-aguda-surulere-lagos-2GTSA,11 Jun 2022
Well Finished 4 Bedroom Bungalow,1700000,5,4,5,Elsalem Estate,Lugbe,Abuja,old,08155321626,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-elsalem-estate-lugbe-abuja-6GSNB,04 Jun 2022
4 Bedroom Duplex,3500000,4,4,5,Osapa London,Lekki,Lagos,old,08184412041,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-0GMEB,28 Apr 2022
Brand New 5 Bedroom Semi Detached With Bq,10000000,6,5, ,Wuye,Wuye,Abuja,old,08097100871,16,https://www.propertypro.ng/property/5-bedroom-house-for-rent-wuye-wuye-abuja-1GGVS,25 Mar 2022
A Master's Bedroom Shared Apartment,1500000,1,1,1,Chevy View Lekki Chevron,Lekki,Lagos,old,08111888039,5,https://www.propertypro.ng/property/1-bedroom-house-for-rent-chevy-view-lekki-chevron-lekki-lagos-4GRMR,28 May 2022
Tastefully Built 2 Bedroom Flat,250000,2,2,2,Akingbade Alakia,Ibadan,Oyo,old,08114892643,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-akingbade-alakia-ibadan-oyo-3GPYP,19 May 2022
Newly Built 4 Bedroom Duplex,2500000,4,4,4,Ogombo,Ajah,Lagos,old,08069566040,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ogombo-ajah-lagos-9GLPB,23 Apr 2022
Spacious 4 Bedroom Terrace Duplex,4000000,4,4,4,Ikota,Lekki,Lagos,old,08060140819,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-7GRTD,30 May 2022
Newly Built 4bedroom Terrace Duplex,4000000,4,4,4,Orchid,Lekki,Lagos,old,07059556841,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-lekki-lagos-0GRYW,01 Jun 2022
3 Bedroom Terrace Duplex,3500000,3,3,4,Ikota,Lekki,Lagos,old,08112095650,2,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikota-lekki-lagos-4GRMA,27 May 2022
4 Bedroom Terrace Duplex,9000000,5,4,5,Lekki Phase 1,Lekki,Lagos,old,07069265294,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-0GTMN,10 Jun 2022
4 Bedroom Semi Detached Duplex,4000000,4,4,4,Ikota,Lekki,Lagos,old,09069656035,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-2GTZL,14 Jun 2022
4bedroom Terrace Duplex,7000000,4,4,5,Isaac John Ikeja Gra,Ikeja,Lagos,old,08100694574,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-isaac-john-ikeja-gra-ikeja-lagos-0GSNP,05 Jun 2022
3 Bedroom Duplex,2500000,3,3,4,Ikolaba Gra Bodija,Ibadan,Oyo,old,08065795091,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikolaba-gra-bodija-ibadan-oyo-8GRCN,25 May 2022
Luxury 4 Bedroom Terrace Duplex (chat On Whatsapp,9000000, ,4, ,Lekki Phase 1,Lekki,Lagos,old,08115380597,24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-5GRPG,29 May 2022
Newly Built 2 Bedroom Flat,550000,2,2,3,Idi Ape Akobo,Ibadan,Oyo,old,08114892643,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-idi-ape-akobo-ibadan-oyo-5GRZW,01 Jun 2022
3 Bedroom Flat,1400000,4,3,4,Estate Oko Oba,Agege,Lagos,old,08020701333,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-estate-oko-oba-agege-lagos-3GRUE,30 May 2022
Serviced 4 Bedroom Semi Detached House,3000000,4,4,5,Inoyo Haven Estate Off Lekki Epe Expressway,Ajah,Lagos,old,07086062023,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-inoyo-haven-estate-off-lekki-epe-expressway-ajah-lagos-3GTLN,10 Jun 2022
Lovely 4 Bedroom Flat,5000000,4,4,5,Ikate,Lekki,Lagos,old,08038125965,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-7GMZW,05 May 2022
6 Bedroom Detached Duplex,15000000,6,6,7,Nice Location At Maitama,Maitama,Abuja,old,08030986639,2,https://www.propertypro.ng/property/6-bedroom-house-for-rent-nice-location-at-maitama-maitama-abuja-8GTVC,13 Jun 2022
2 Bedroom Flat,1200000,2,2,2,Ajayi Road,Ogba,Lagos,old,07033245877,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ajayi-road-ogba-lagos-5GRSE,30 May 2022
4 Bedroom Bungalow,600000,4,4,5,Kasumu Estate Akala Express,Ibadan,Oyo,Newly Built,08065795091,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-kasumu-estate-akala-express-ibadan-oyo-2GRGZ,26 May 2022
Newly Built 3 Bedroom Flat,350000,3,3,3,Biala Estate Olodo Bank Iwo Rd,Ibadan,Oyo,Newly Built,08114892643,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-biala-estate-olodo-bank-iwo-rd-ibadan-oyo-6GQDF,20 May 2022
3 Bedroom Bungalow,1500000,3,3,4,"Beechwood Park Estate, Golf Road, Ibeju",Ibeju-Lekki,Lagos,Newly Built,08024312255,21,https://www.propertypro.ng/property/3-bedroom-house-for-rent-beechwood-park-estate-golf-road-ibeju-lekki-lagos-8GTMY,10 Jun 2022
2 Bedroom Flat,900000,2,2,3,Jericho Jericho,Ibadan,Oyo,Newly Built,08114892643,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-jericho-jericho-ibadan-oyo-0GSQM,06 Jun 2022
4bedroom Detached Duplex,1000000,4,4,5,Lawal Azeez Street By Mesia Filling Station Oribanwa Ibeju,Ibeju-Lekki,Lagos,Newly Built,08166745180,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lawal-azeez-street-by-mesia-filling-station-oribanwa-ibeju-lekki-lagos-5GMTL,03 May 2022
Spacious 3 Bedroom Flat,1700000,3,3,3,Ilaje,Ajah,Lagos,Serviced,07085843639,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ilaje-ajah-lagos-6GTEZ,09 Jun 2022
Tastefully Built 3 Bedroom Flat,1300000,3,3,4,Kolapo Ishola Gra Akobo,Ibadan,Oyo,Serviced,08114892643,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-kolapo-ishola-gra-akobo-ibadan-oyo-5GTES,09 Jun 2022
Newly Built 2bedroom Flat,500000,2,2,2,"No 5, Olanipekun Street Ologuneru Ibadan North West",Ibadan,Oyo,Serviced,08034273717,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-no-5-olanipekun-street-ologuneru-ibadan-north-west-ibadan-oyo-4GNRQ,10 May 2022
4bedroom Terraced Duplex,5500000,4,4,5,Ikate,Lekki,Lagos,Serviced,08062529809,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-1GMVE,04 May 2022
Classy 4 Bedroom Terrace,4500000,4,4,5,Chevron Drive Chevron,Lekki,Lagos,Serviced,08038125965,25,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-drive-chevron-lekki-lagos-0GMDU,28 Apr 2022
New 4 Bedroom Detached Bungalow,1000000,4,4,5,Golf Estate Lakowe,Ajah,Lagos,Serviced,08167978798,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-golf-estate-lakowe-ajah-lagos-8GNUP,11 May 2022
2 Bedroom Flat,1400000,2,2,3,Mobile Road Ilaje,Ajah,Lagos,Serviced,08067081484,12,https://www.propertypro.ng/property/2-bedroom-house-for-rent-mobile-road-ilaje-ajah-lagos-4GRYW,01 Jun 2022
Spacious 3bedroom Flat,700000,1,3,2,Meiran Abule,Egba,Lagos,Serviced,07033245877,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-meiran-abule-egba-lagos-0GRDJ,26 May 2022
Tastefully Built 2 Bedroom Flat,850000,2,2,3,Alafara Idishin,Ibadan,Oyo,Serviced,08114892643,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-alafara-idishin-ibadan-oyo-1GSMX,04 Jun 2022
2 Bedroom Terrace Bungalow,1200000,2,2,2,"V Street, Very Close To The Back Gate, Abraham Adesanya Estate",Ajah,Lagos,Serviced,07038681521,11,https://www.propertypro.ng/property/2-bedroom-house-for-rent-v-street-very-close-to-the-back-gate-abraham-adesanya-estate-ajah-lagos-0FXLN,09 May 2022
4 Bedroom Duplex,3500000,4,4,5,Bakare Estate Agungi,Lekki,Lagos,Serviced,08068361629,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-bakare-estate-agungi-lekki-lagos-8GSGS,03 Jun 2022
A Magnificent Newly Built 4 Bedroom Terrace Duplex With 1 Room Bq Is Ready For Rent At Brains And Hammers City Lifecamp,3500000,5,4,5,"Brains And Hammers City, Life",Camp,Abuja,old,07032474932,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-brains-and-hammers-city-life-camp-abuja-3GPTX,17 May 2022
Standard 4 Bedroom Duplex,2000000,4,4,5,Graceland Estate Back Gate,Ajah,Lagos,Newly Built,08138800178,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-graceland-estate-back-gate-ajah-lagos-0GRTK,30 May 2022
3 Bedroom Flat,2300000,4,3,4,Off Adeniyi Jones Estate Adeniyi Jones,Ikeja,Lagos,Newly Built,07026933904,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-adeniyi-jones-estate-adeniyi-jones-ikeja-lagos-7GPXV,18 May 2022
Lovely 3 Bedroom Flat,2800000,3,3,4,Ologolo,Lekki,Lagos,Newly Built,08138800178,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ologolo-lekki-lagos-6GTVN,13 Jun 2022
Newly Built 3 Bedroom Bungalow,300000,3,3,4,"Otunla, Before Bogije Ibeju",Ibeju-Lekki,Lagos,Newly Built,09055794120,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-otunla-before-bogije-ibeju-lekki-lagos-3GTUV,12 Jun 2022
Fully Serviced 4 Bedroom Terrace Duplex,5000000,4,4,5,"Osapa London, Lekki Lagos Osapa London",Lekki,Lagos,old,07088623980,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-osapa-london-lekki-lagos-8GMVU,04 May 2022
Furnished 2 Bedroom Apartment,5000000,2,2,3,Ologolo Along Spg Road Ologolo Lekki Ologolo,Lekki,Lagos,old,08185551251,14,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ologolo-along-spg-road-ologolo-lekki-ologolo-lekki-lagos-9GPHH,14 May 2022
4 Bedroom Duplex,5000000,5,4,5,Gwarinpa,Gwarinpa,Abuja,old,08033229835,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-gwarinpa-gwarinpa-abuja-6GRGS,26 May 2022
4 Bedroom Terrace Duplex,13000000,5,4,5,Jabi,Jabi,Abuja,old,08111113467,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jabi-jabi-abuja-5GNBV,06 May 2022
4 Bedroom Fully Detached Duplex,8000000,5,4,5,Ikota,Lekki,Lagos,old,08166553629,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-1GQPN,23 May 2022
3 Unit Of 4 Bedroom Duplex,1800000,5,4,5,Sharp Corner Oluyole Estate,Ibadan,Oyo,old,09023730900,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-sharp-corner-oluyole-estate-ibadan-oyo-8GPSE,17 May 2022
10bedroom Detached Duplex,30000000,1,1,1,Estate Ikeja Gra,Ikeja,Lagos,old,08027725974,1,https://www.propertypro.ng/property/10-bedroom-house-for-rent-estate-ikeja-gra-ikeja-lagos-7GMSG,03 May 2022
4 Bedroom Detached House,12000000,5,4,5,Lekki Phase 1,Lekki,Lagos,old,08027725974,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GTVQ,13 Jun 2022
Luxury 5 Bedroom Duplex With Bq,4000000,5,5,6,Ajao Estate,Isolo,Lagos,old,08186969203,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ajao-estate-isolo-lagos-1GLPS,24 Apr 2022
4 Bedroom Terrace Duplex,3500000,4,4,5,"Vgc, Lagos?? Vgc",Lekki,Lagos,old,07088623980,21,https://www.propertypro.ng/property/4-bedroom-house-for-rent-vgc-lagos-vgc-lekki-lagos-3GPGP,13 May 2022
4 Bedrooms Detached House,12000000,4,4,5,Oba Dosumu Street Ikeja Gra,Ikeja,Lagos,old,08034092265,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oba-dosumu-street-ikeja-gra-ikeja-lagos-1GLSD,25 Apr 2022
5bedroom Duplex With A Mini Flat,7000000,5,5,5,Acme Road,Ogba,Lagos,old,08027725974,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-acme-road-ogba-lagos-5GKKM,14 Apr 2022
